ComplaintText,Category,Urgency,Area,Latitude,Longitude
Stray dogs are chasing pedestrians near Appa Ghar Market and kids are scared.,Stray Animals,Medium,Appa Ghar Market,15.337669,75.142963
Increasing number of stray animals around Deshpande Nagar Block; no shelter or control measures.,Stray Animals,High,Deshpande Nagar Block,15.372457,75.107032
Cattle blocking the road at Dharwad Road Junction causing traffic delays.,Stray Animals,High,Dharwad Road Junction,15.392997,75.130535
Cattle blocking the road at Kinnal Road Park causing traffic delays.,Stray Animals,Medium,Kinnal Road Park,15.3538,75.146645
Stray dogs are chasing pedestrians near Shivanahalli Layout and kids are scared.,Stray Animals,Medium,Shivanahalli Layout,15.34506,75.102026
Cattle blocking the road at Gandhi Chowk Extension causing traffic delays.,Stray Animals,Low,Gandhi Chowk Extension,15.349686,75.126953
Stray dogs are chasing pedestrians near Old Hubli Park and kids are scared.,Stray Animals,High,Old Hubli Park,15.386129,75.102479
Cattle blocking the road at Vidyagiri Market causing traffic delays.,Stray Animals,Medium,Vidyagiri Market,15.375448,75.134606
Increasing number of stray animals around Basaveshwar Nagar Cross; no shelter or control measures.,Stray Animals,Low,Basaveshwar Nagar Cross,15.35765,75.150987
Increasing number of stray animals around Hosayellapur Junction; no shelter or control measures.,Stray Animals,Low,Hosayellapur Junction,15.376241,75.142487
Cattle blocking the road at Ganeshpet Lane causing traffic delays.,Stray Animals,Medium,Ganeshpet Lane,15.361269,75.147791
Cattle blocking the road at Kamalakshi Layout causing traffic delays.,Stray Animals,Low,Kamalakshi Layout,15.365814,75.124014
Cattle blocking the road at Police Colony Extension causing traffic delays.,Stray Animals,High,Police Colony Extension,15.362577,75.141766
Cattle blocking the road at Ganeshpet causing traffic delays.,Stray Animals,Low,Ganeshpet,15.357351,75.123949
Stray dogs are chasing pedestrians near Siddeshwar Road Lane and kids are scared.,Stray Animals,Low,Siddeshwar Road Lane,15.387197,75.104868
Cattle blocking the road at Appa Ghar Bazaar causing traffic delays.,Stray Animals,Medium,Appa Ghar Bazaar,15.372135,75.147726
Cattle blocking the road at Shanti Nagar Phase 2 causing traffic delays.,Stray Animals,Low,Shanti Nagar Phase 2,15.347252,75.150358
Increasing number of stray animals around Sindgi Cross Lane; no shelter or control measures.,Stray Animals,Medium,Sindgi Cross Lane,15.34869,75.104599
Cattle blocking the road at Gandhi Chowk Main Road causing traffic delays.,Stray Animals,Medium,Gandhi Chowk Main Road,15.34493,75.148223
Stray dogs are chasing pedestrians near Moti Talav Market and kids are scared.,Stray Animals,High,Moti Talav Market,15.339533,75.117462
Stray dogs are chasing pedestrians near Ring Road Phase 1 and kids are scared.,Stray Animals,High,Ring Road Phase 1,15.370975,75.095167
Increasing number of stray animals around Vidyanagar Layout; no shelter or control measures.,Stray Animals,Low,Vidyanagar Layout,15.34416,75.129052
Stray dogs are chasing pedestrians near Vidyagiri Main Road and kids are scared.,Stray Animals,Medium,Vidyagiri Main Road,15.386581,75.149236
Stray dogs are chasing pedestrians near Tilakwadi Phase 1 and kids are scared.,Stray Animals,High,Tilakwadi Phase 1,15.370185,75.112448
Increasing number of stray animals around Sukhsagar Colony; no shelter or control measures.,Stray Animals,Low,Sukhsagar Colony,15.348655,75.108162
Increasing number of stray animals around Appa Ghar Extension; no shelter or control measures.,Stray Animals,Low,Appa Ghar Extension,15.373445,75.103842
Increasing number of stray animals around Sana Market Street; no shelter or control measures.,Stray Animals,Medium,Sana Market Street,15.380537,75.104293
Cattle blocking the road at Station Road Park causing traffic delays.,Stray Animals,High,Station Road Park,15.374495,75.13091
Increasing number of stray animals around KHB Colony; no shelter or control measures.,Stray Animals,Low,KHB Colony,15.355079,75.105172
Stray dogs are chasing pedestrians near Karnataka Bank Junction Park and kids are scared.,Stray Animals,Medium,Karnataka Bank Junction Park,15.366999,75.14458
Cattle blocking the road at Patel Road causing traffic delays.,Stray Animals,Low,Patel Road,15.3858,75.106967
Stray dogs are chasing pedestrians near Kelgeri Lake Market and kids are scared.,Stray Animals,Low,Kelgeri Lake Market,15.339722,75.14453
Stray dogs are chasing pedestrians near Unkal Lake Park and kids are scared.,Stray Animals,Low,Unkal Lake Park,15.357027,75.111264
Stray dogs are chasing pedestrians near Sukhsagar Circle and kids are scared.,Stray Animals,Low,Sukhsagar Circle,15.367,75.145684
Cattle blocking the road at Ring Road Phase 2 causing traffic delays.,Stray Animals,Low,Ring Road Phase 2,15.394186,75.111377
Stray dogs are chasing pedestrians near Old Hubli and kids are scared.,Stray Animals,Low,Old Hubli,15.341284,75.113103
Increasing number of stray animals around Gokak Road Main Road; no shelter or control measures.,Stray Animals,High,Gokak Road Main Road,15.353258,75.111836
Increasing number of stray animals around Navanagar Phase 2; no shelter or control measures.,Stray Animals,High,Navanagar Phase 2,15.382377,75.10416
Cattle blocking the road at Gandhi Chowk Junction causing traffic delays.,Stray Animals,Medium,Gandhi Chowk Junction,15.366165,75.108173
Increasing number of stray animals around Gokul Complex Park; no shelter or control measures.,Stray Animals,Medium,Gokul Complex Park,15.378905,75.116763
Cattle blocking the road at Shanti Nagar Park causing traffic delays.,Stray Animals,Low,Shanti Nagar Park,15.358658,75.112148
Stray dogs are chasing pedestrians near Ramnagar Block and kids are scared.,Stray Animals,Low,Ramnagar Block,15.378153,75.106563
Stray dogs are chasing pedestrians near Sukhsagar Main Road and kids are scared.,Stray Animals,High,Sukhsagar Main Road,15.343155,75.14931
Stray dogs are chasing pedestrians near Mahadevapura Circle and kids are scared.,Stray Animals,Medium,Mahadevapura Circle,15.346298,75.094526
Stray dogs are chasing pedestrians near Kinnal Road Phase 2 and kids are scared.,Stray Animals,High,Kinnal Road Phase 2,15.344486,75.108676
Stray dogs are chasing pedestrians near Idgah Ground Lane and kids are scared.,Stray Animals,Medium,Idgah Ground Lane,15.363836,75.124165
Increasing number of stray animals around Moti Talav Cross; no shelter or control measures.,Stray Animals,Low,Moti Talav Cross,15.340103,75.145262
Stray dogs are chasing pedestrians near Gandhinagar Street and kids are scared.,Stray Animals,Low,Gandhinagar Street,15.359075,75.130065
Cattle blocking the road at Sana Market Lane causing traffic delays.,Stray Animals,Low,Sana Market Lane,15.366311,75.132601
Increasing number of stray animals around RPF Road Phase 2; no shelter or control measures.,Stray Animals,Medium,RPF Road Phase 2,15.378821,75.094694
Cattle blocking the road at Idgah Ground Main Road causing traffic delays.,Stray Animals,Medium,Idgah Ground Main Road,15.335956,75.134791
Increasing number of stray animals around Kelgeri Lake Street; no shelter or control measures.,Stray Animals,High,Kelgeri Lake Street,15.335023,75.149675
Stray dogs are chasing pedestrians near Ramnagar Phase 1 and kids are scared.,Stray Animals,Low,Ramnagar Phase 1,15.346304,75.117262
Stray dogs are chasing pedestrians near Unkal Lake Bazaar and kids are scared.,Stray Animals,Medium,Unkal Lake Bazaar,15.337485,75.142077
Stray dogs are chasing pedestrians near Basaveshwar Nagar Park and kids are scared.,Stray Animals,Low,Basaveshwar Nagar Park,15.388649,75.12649
Cattle blocking the road at Gokul Road causing traffic delays.,Stray Animals,Low,Gokul Road,15.34441,75.118576
Increasing number of stray animals around Mahadevapura Junction; no shelter or control measures.,Stray Animals,Medium,Mahadevapura Junction,15.381401,75.139538
Stray dogs are chasing pedestrians near Koppikar Road Circle and kids are scared.,Stray Animals,Medium,Koppikar Road Circle,15.366739,75.119432
Cattle blocking the road at Bendre Layout Layout causing traffic delays.,Stray Animals,Low,Bendre Layout Layout,15.390714,75.144968
Increasing number of stray animals around Old Hubli Phase 2; no shelter or control measures.,Stray Animals,Low,Old Hubli Phase 2,15.347109,75.145825
Cattle blocking the road at Sana Market Extension causing traffic delays.,Stray Animals,Low,Sana Market Extension,15.387666,75.105731
Cattle blocking the road at Bendre Layout Extension causing traffic delays.,Stray Animals,Medium,Bendre Layout Extension,15.379519,75.123839
Stray dogs are chasing pedestrians near Cotton Market Colony and kids are scared.,Stray Animals,Low,Cotton Market Colony,15.392509,75.148283
Cattle blocking the road at Ramnagar Circle causing traffic delays.,Stray Animals,Medium,Ramnagar Circle,15.361993,75.10837
Cattle blocking the road at Gokak Road Market causing traffic delays.,Stray Animals,Low,Gokak Road Market,15.34122,75.151889
Stray dogs are chasing pedestrians near Hosayellapur Main Road and kids are scared.,Stray Animals,Low,Hosayellapur Main Road,15.382166,75.105568
Increasing number of stray animals around Idgah Ground Park; no shelter or control measures.,Stray Animals,Low,Idgah Ground Park,15.340649,75.125934
Increasing number of stray animals around RPF Road Market; no shelter or control measures.,Stray Animals,Low,RPF Road Market,15.35566,75.10471
Increasing number of stray animals around Madhalawada Junction; no shelter or control measures.,Stray Animals,Low,Madhalawada Junction,15.338498,75.122112
Increasing number of stray animals around Patel Road Colony; no shelter or control measures.,Stray Animals,Low,Patel Road Colony,15.335887,75.15066
Cattle blocking the road at Sanjay Nagar Block causing traffic delays.,Stray Animals,Medium,Sanjay Nagar Block,15.373739,75.11885
Increasing number of stray animals around Cotton Market Main Road; no shelter or control measures.,Stray Animals,Medium,Cotton Market Main Road,15.36962,75.093876
Increasing number of stray animals around Ring Road Cross; no shelter or control measures.,Stray Animals,High,Ring Road Cross,15.373951,75.109484
Stray dogs are chasing pedestrians near Shivanahalli Bazaar and kids are scared.,Stray Animals,Low,Shivanahalli Bazaar,15.362725,75.120176
Stray dogs are chasing pedestrians near Tilakwadi Main Road and kids are scared.,Stray Animals,Medium,Tilakwadi Main Road,15.36489,75.10014
Cattle blocking the road at Police Colony Street causing traffic delays.,Stray Animals,Low,Police Colony Street,15.366694,75.108317
Cattle blocking the road at Kinnal Road Junction causing traffic delays.,Stray Animals,Medium,Kinnal Road Junction,15.364549,75.137565
Increasing number of stray animals around Gokul Complex; no shelter or control measures.,Stray Animals,Low,Gokul Complex,15.343741,75.116947
Increasing number of stray animals around Vidyanagar Layout; no shelter or control measures.,Stray Animals,Low,Vidyanagar Layout,15.358655,75.116568
Increasing number of stray animals around Old Hubli Extension; no shelter or control measures.,Stray Animals,Low,Old Hubli Extension,15.369185,75.099152
Cattle blocking the road at Kamalakshi Layout Phase 2 causing traffic delays.,Stray Animals,Medium,Kamalakshi Layout Phase 2,15.371705,75.129091
Cattle blocking the road at Kelgeri Lake Phase 2 causing traffic delays.,Stray Animals,Medium,Kelgeri Lake Phase 2,15.370841,75.13377
Increasing number of stray animals around Cotton Market Block; no shelter or control measures.,Stray Animals,High,Cotton Market Block,15.36136,75.111372
Increasing number of stray animals around Navanagar Junction; no shelter or control measures.,Stray Animals,Low,Navanagar Junction,15.336048,75.109587
Stray dogs are chasing pedestrians near Shankar Sheth Road Park and kids are scared.,Stray Animals,Low,Shankar Sheth Road Park,15.35942,75.128916
Stray dogs are chasing pedestrians near Gokul Complex Cross and kids are scared.,Stray Animals,Low,Gokul Complex Cross,15.369146,75.117281
Increasing number of stray animals around Mahamane Layout; no shelter or control measures.,Stray Animals,High,Mahamane Layout,15.381611,75.120937
Increasing number of stray animals around Kinnal Road Lane; no shelter or control measures.,Stray Animals,Medium,Kinnal Road Lane,15.368249,75.134635
Cattle blocking the road at Moti Talav Main Road causing traffic delays.,Stray Animals,Medium,Moti Talav Main Road,15.339216,75.124044
Increasing number of stray animals around Mahadevapura Cross; no shelter or control measures.,Stray Animals,Low,Mahadevapura Cross,15.385519,75.100253
Stray dogs are chasing pedestrians near KHB Colony Bazaar and kids are scared.,Stray Animals,Medium,KHB Colony Bazaar,15.3622,75.150123
Stray dogs are chasing pedestrians near Akash Nagar Park and kids are scared.,Stray Animals,Medium,Akash Nagar Park,15.369591,75.142006
Cattle blocking the road at Hubballi Railway Station Junction causing traffic delays.,Stray Animals,Medium,Hubballi Railway Station Junction,15.369757,75.095177
Cattle blocking the road at Deshpande Nagar Cross causing traffic delays.,Stray Animals,High,Deshpande Nagar Cross,15.370996,75.133273
Cattle blocking the road at RPF Road Layout causing traffic delays.,Stray Animals,Low,RPF Road Layout,15.3543,75.103754
Stray dogs are chasing pedestrians near Harolal Road Phase 1 and kids are scared.,Stray Animals,High,Harolal Road Phase 1,15.343072,75.121021
Cattle blocking the road at Shanti Nagar Phase 2 causing traffic delays.,Stray Animals,Medium,Shanti Nagar Phase 2,15.37081,75.097172
Increasing number of stray animals around Harolal Road Colony; no shelter or control measures.,Stray Animals,Medium,Harolal Road Colony,15.366778,75.10866
Stray dogs are chasing pedestrians near RPF Road Street and kids are scared.,Stray Animals,Low,RPF Road Street,15.334733,75.146136
Increasing number of stray animals around Moti Talav Phase 2; no shelter or control measures.,Stray Animals,Medium,Moti Talav Phase 2,15.374644,75.095969
Cattle blocking the road at Sanjay Nagar Main Road causing traffic delays.,Stray Animals,Low,Sanjay Nagar Main Road,15.367151,75.107718
Increasing number of stray animals around Sindgi Cross Extension; no shelter or control measures.,Stray Animals,Medium,Sindgi Cross Extension,15.384704,75.138111
Increasing number of stray animals around Hubballi Railway Station Circle; no shelter or control measures.,Stray Animals,Medium,Hubballi Railway Station Circle,15.393755,75.107694
Cattle blocking the road at Dharwad Road Layout causing traffic delays.,Stray Animals,Low,Dharwad Road Layout,15.389612,75.096335
Stray dogs are chasing pedestrians near Ganeshpet Street and kids are scared.,Stray Animals,Low,Ganeshpet Street,15.377912,75.139086
Stray dogs are chasing pedestrians near Shanti Nagar Street and kids are scared.,Stray Animals,Low,Shanti Nagar Street,15.386866,75.129286
Stray dogs are chasing pedestrians near Khanapur Road Phase 1 and kids are scared.,Stray Animals,High,Khanapur Road Phase 1,15.392794,75.114946
Stray dogs are chasing pedestrians near Deshpande Nagar Main Road and kids are scared.,Stray Animals,Low,Deshpande Nagar Main Road,15.380735,75.104995
Increasing number of stray animals around Gandhinagar Block; no shelter or control measures.,Stray Animals,Low,Gandhinagar Block,15.388532,75.111151
Increasing number of stray animals around KHB Colony Extension; no shelter or control measures.,Stray Animals,High,KHB Colony Extension,15.38037,75.148339
Increasing number of stray animals around Akash Nagar; no shelter or control measures.,Stray Animals,High,Akash Nagar,15.363026,75.118367
Stray dogs are chasing pedestrians near Khanapur Road Block and kids are scared.,Stray Animals,High,Khanapur Road Block,15.372561,75.105743
Increasing number of stray animals around Vidyanagar Park; no shelter or control measures.,Stray Animals,High,Vidyanagar Park,15.348556,75.148636
Cattle blocking the road at Gokul Complex Market causing traffic delays.,Stray Animals,High,Gokul Complex Market,15.370418,75.096096
Cattle blocking the road at Sanjay Nagar Phase 1 causing traffic delays.,Stray Animals,Low,Sanjay Nagar Phase 1,15.391982,75.127018
Cattle blocking the road at Shanti Nagar Colony causing traffic delays.,Stray Animals,High,Shanti Nagar Colony,15.3911,75.11617
Stray dogs are chasing pedestrians near Rajiv Gandhi Circle Cross and kids are scared.,Stray Animals,High,Rajiv Gandhi Circle Cross,15.38931,75.130177
Cattle blocking the road at Gandhinagar Cross causing traffic delays.,Stray Animals,High,Gandhinagar Cross,15.390646,75.139587
Stray dogs are chasing pedestrians near Old Hubli Bazaar and kids are scared.,Stray Animals,High,Old Hubli Bazaar,15.335175,75.107655
Increasing number of stray animals around Cotton Market Colony; no shelter or control measures.,Stray Animals,Low,Cotton Market Colony,15.361075,75.095264
Cattle blocking the road at Gandhi Chowk Phase 1 causing traffic delays.,Stray Animals,Medium,Gandhi Chowk Phase 1,15.358028,75.125971
Cattle blocking the road at Kinnal Road Cross causing traffic delays.,Stray Animals,Medium,Kinnal Road Cross,15.34807,75.119724
Stray dogs are chasing pedestrians near Old Hubli Extension and kids are scared.,Stray Animals,Low,Old Hubli Extension,15.383767,75.125563
Stray dogs are chasing pedestrians near Gokul Complex Colony and kids are scared.,Stray Animals,Medium,Gokul Complex Colony,15.33961,75.101731
Increasing number of stray animals around Akash Nagar Cross; no shelter or control measures.,Stray Animals,Medium,Akash Nagar Cross,15.340798,75.135591
Stray dogs are chasing pedestrians near Sindgi Cross Market and kids are scared.,Stray Animals,High,Sindgi Cross Market,15.349648,75.101164
Stray dogs are chasing pedestrians near Hosayellapur Extension and kids are scared.,Stray Animals,Low,Hosayellapur Extension,15.338779,75.136528
Stray dogs are chasing pedestrians near Shankar Sheth Road Circle and kids are scared.,Stray Animals,Low,Shankar Sheth Road Circle,15.373106,75.131498
Cattle blocking the road at Shankar Sheth Road Extension causing traffic delays.,Stray Animals,High,Shankar Sheth Road Extension,15.381044,75.125664
Increasing number of stray animals around Ring Road Circle; no shelter or control measures.,Stray Animals,Medium,Ring Road Circle,15.35549,75.112759
Cattle blocking the road at Appa Ghar Phase 2 causing traffic delays.,Stray Animals,Low,Appa Ghar Phase 2,15.344958,75.128567
Stray dogs are chasing pedestrians near Gokul Complex Lane and kids are scared.,Stray Animals,Low,Gokul Complex Lane,15.355477,75.136268
Stray dogs are chasing pedestrians near Gokul Complex Colony and kids are scared.,Stray Animals,Medium,Gokul Complex Colony,15.39335,75.113162
Increasing number of stray animals around Vidyanagar Layout; no shelter or control measures.,Stray Animals,High,Vidyanagar Layout,15.338694,75.113659
Increasing number of stray animals around Harolal Road; no shelter or control measures.,Stray Animals,Low,Harolal Road,15.33753,75.112011
Cattle blocking the road at Unkal Lake Junction causing traffic delays.,Stray Animals,Medium,Unkal Lake Junction,15.353135,75.121797
Cattle blocking the road at Shivanahalli Circle causing traffic delays.,Stray Animals,Low,Shivanahalli Circle,15.356097,75.101969
Increasing number of stray animals around Gandhinagar Block; no shelter or control measures.,Stray Animals,Low,Gandhinagar Block,15.38589,75.111248
Cattle blocking the road at Harolal Road Block causing traffic delays.,Stray Animals,High,Harolal Road Block,15.369535,75.13564
Cattle blocking the road at Moti Talav Main Road causing traffic delays.,Stray Animals,Medium,Moti Talav Main Road,15.352063,75.147578
Stray dogs are chasing pedestrians near Ganeshpet Block and kids are scared.,Stray Animals,Medium,Ganeshpet Block,15.364,75.125559
Stray dogs are chasing pedestrians near Idgah Ground Layout and kids are scared.,Stray Animals,High,Idgah Ground Layout,15.347766,75.098489
Stray dogs are chasing pedestrians near Rajiv Gandhi Circle Cross and kids are scared.,Stray Animals,Low,Rajiv Gandhi Circle Cross,15.349079,75.132159
Stray dogs are chasing pedestrians near Sindgi Cross Phase 1 and kids are scared.,Stray Animals,Medium,Sindgi Cross Phase 1,15.336946,75.121966
Stray dogs are chasing pedestrians near Court Road Street and kids are scared.,Stray Animals,Low,Court Road Street,15.368109,75.114658
Cattle blocking the road at Old Hubli Block causing traffic delays.,Stray Animals,Low,Old Hubli Block,15.346478,75.110614
Cattle blocking the road at Gokak Road Block causing traffic delays.,Stray Animals,Medium,Gokak Road Block,15.375756,75.112308
Cattle blocking the road at Vidyagiri Colony causing traffic delays.,Stray Animals,Low,Vidyagiri Colony,15.359216,75.143404
Cattle blocking the road at Ganeshpet Street causing traffic delays.,Stray Animals,Low,Ganeshpet Street,15.363658,75.141847
Stray dogs are chasing pedestrians near RPF Road Main Road and kids are scared.,Stray Animals,High,RPF Road Main Road,15.368572,75.099943
Increasing number of stray animals around Station Road Phase 1; no shelter or control measures.,Stray Animals,Medium,Station Road Phase 1,15.352252,75.145661
Stray dogs are chasing pedestrians near Gandhi Chowk Block and kids are scared.,Stray Animals,Low,Gandhi Chowk Block,15.361262,75.116234
Increasing number of stray animals around Kelgeri Lake Phase 2; no shelter or control measures.,Stray Animals,Low,Kelgeri Lake Phase 2,15.370031,75.097418
Stray dogs are chasing pedestrians near Gokul Complex Layout and kids are scared.,Stray Animals,Medium,Gokul Complex Layout,15.358463,75.12876
Cattle blocking the road at Moti Talav Junction causing traffic delays.,Stray Animals,Low,Moti Talav Junction,15.372446,75.119301
Stray dogs are chasing pedestrians near Akash Nagar Junction and kids are scared.,Stray Animals,Low,Akash Nagar Junction,15.369207,75.140918
Stray dogs are chasing pedestrians near Kinnal Road Phase 2 and kids are scared.,Stray Animals,High,Kinnal Road Phase 2,15.366636,75.126746
Stray dogs are chasing pedestrians near Sanjay Nagar Cross and kids are scared.,Stray Animals,Low,Sanjay Nagar Cross,15.366578,75.107537
Increasing number of stray animals around Kinnal Road Market; no shelter or control measures.,Stray Animals,Medium,Kinnal Road Market,15.340412,75.098599
Cattle blocking the road at Police Colony Bazaar causing traffic delays.,Stray Animals,Low,Police Colony Bazaar,15.352131,75.110749
Cattle blocking the road at Khanapur Road Park causing traffic delays.,Stray Animals,Medium,Khanapur Road Park,15.378867,75.124376
Cattle blocking the road at RPF Road Junction causing traffic delays.,Stray Animals,Low,RPF Road Junction,15.39105,75.143862
Increasing number of stray animals around Sana Market Main Road; no shelter or control measures.,Stray Animals,Medium,Sana Market Main Road,15.356943,75.103742
Cattle blocking the road at Vidyanagar Junction causing traffic delays.,Stray Animals,Medium,Vidyanagar Junction,15.377299,75.114412
Stray dogs are chasing pedestrians near RPF Road Street and kids are scared.,Stray Animals,Low,RPF Road Street,15.379214,75.144055
Stray dogs are chasing pedestrians near Bendre Layout and kids are scared.,Stray Animals,High,Bendre Layout,15.361166,75.128528
Increasing number of stray animals around Madhalawada Block; no shelter or control measures.,Stray Animals,Low,Madhalawada Block,15.388532,75.144244
Stray dogs are chasing pedestrians near Harolal Road Circle and kids are scared.,Stray Animals,Low,Harolal Road Circle,15.352654,75.125927
Increasing number of stray animals around Khanapur Road Extension; no shelter or control measures.,Stray Animals,Low,Khanapur Road Extension,15.361811,75.098417
Cattle blocking the road at Basaveshwar Nagar causing traffic delays.,Stray Animals,Low,Basaveshwar Nagar,15.366447,75.148454
Cattle blocking the road at Basaveshwar Nagar Block causing traffic delays.,Stray Animals,Low,Basaveshwar Nagar Block,15.382094,75.141188
Cattle blocking the road at Ganeshpet Phase 2 causing traffic delays.,Stray Animals,Medium,Ganeshpet Phase 2,15.387131,75.124884
Increasing number of stray animals around Shanti Nagar Market; no shelter or control measures.,Stray Animals,High,Shanti Nagar Market,15.345634,75.106558
Stray dogs are chasing pedestrians near Gandhi Chowk and kids are scared.,Stray Animals,Low,Gandhi Chowk,15.355203,75.119565
Stray dogs are chasing pedestrians near Ring Road Extension and kids are scared.,Stray Animals,Low,Ring Road Extension,15.369387,75.130085
Increasing number of stray animals around Sanjay Nagar Bazaar; no shelter or control measures.,Stray Animals,High,Sanjay Nagar Bazaar,15.391416,75.113694
Stray dogs are chasing pedestrians near Idgah Ground and kids are scared.,Stray Animals,Low,Idgah Ground,15.371732,75.148515
Increasing number of stray animals around Harolal Road Bazaar; no shelter or control measures.,Stray Animals,Low,Harolal Road Bazaar,15.385455,75.143504
Cattle blocking the road at Gandhinagar Colony causing traffic delays.,Stray Animals,Low,Gandhinagar Colony,15.356924,75.102368
Cattle blocking the road at Station Road Phase 1 causing traffic delays.,Stray Animals,Low,Station Road Phase 1,15.347961,75.140859
Increasing number of stray animals around Unkal Lake Phase 2; no shelter or control measures.,Stray Animals,Low,Unkal Lake Phase 2,15.353485,75.123776
Stray dogs are chasing pedestrians near Ramnagar Circle and kids are scared.,Stray Animals,Low,Ramnagar Circle,15.362581,75.13844
Increasing number of stray animals around Shivanahalli Street; no shelter or control measures.,Stray Animals,Medium,Shivanahalli Street,15.342292,75.117174
Increasing number of stray animals around Ramnagar Main Road; no shelter or control measures.,Stray Animals,High,Ramnagar Main Road,15.36924,75.140736
Stray dogs are chasing pedestrians near Gokul Road Park and kids are scared.,Stray Animals,Medium,Gokul Road Park,15.386159,75.101039
Cattle blocking the road at Moti Talav Layout causing traffic delays.,Stray Animals,Medium,Moti Talav Layout,15.373479,75.112409
Stray dogs are chasing pedestrians near Vidyagiri Junction and kids are scared.,Stray Animals,Low,Vidyagiri Junction,15.337236,75.097044
Cattle blocking the road at Court Road Circle causing traffic delays.,Stray Animals,Low,Court Road Circle,15.382556,75.144835
Stray dogs are chasing pedestrians near Karnataka Bank Junction Main Road and kids are scared.,Stray Animals,High,Karnataka Bank Junction Main Road,15.354364,75.146259
Stray dogs are chasing pedestrians near Deshpande Nagar Park and kids are scared.,Stray Animals,Low,Deshpande Nagar Park,15.347095,75.097681
Increasing number of stray animals around Akash Nagar Park; no shelter or control measures.,Stray Animals,Low,Akash Nagar Park,15.366556,75.105838
Cattle blocking the road at Shivanahalli Market causing traffic delays.,Stray Animals,High,Shivanahalli Market,15.361092,75.106522
Increasing number of stray animals around Siddeshwar Road Lane; no shelter or control measures.,Stray Animals,Low,Siddeshwar Road Lane,15.358757,75.108221
Stray dogs are chasing pedestrians near Siddeshwar Road Phase 2 and kids are scared.,Stray Animals,Low,Siddeshwar Road Phase 2,15.338321,75.093927
Increasing number of stray animals around Akash Nagar Cross; no shelter or control measures.,Stray Animals,Medium,Akash Nagar Cross,15.387129,75.138577
Stray dogs are chasing pedestrians near Station Road Colony and kids are scared.,Stray Animals,Medium,Station Road Colony,15.392038,75.120522
Stray dogs are chasing pedestrians near Shivalli Circle Lane and kids are scared.,Stray Animals,Low,Shivalli Circle Lane,15.386346,75.142725
Increasing number of stray animals around Lamington Road Colony; no shelter or control measures.,Stray Animals,Medium,Lamington Road Colony,15.345856,75.114303
Stray dogs are chasing pedestrians near Vidyagiri Block and kids are scared.,Stray Animals,Medium,Vidyagiri Block,15.349466,75.150891
Stray dogs are chasing pedestrians near Sana Market Block and kids are scared.,Stray Animals,Low,Sana Market Block,15.384999,75.148161
Cattle blocking the road at Shankar Sheth Road Layout causing traffic delays.,Stray Animals,Medium,Shankar Sheth Road Layout,15.33639,75.103004
Cattle blocking the road at Police Colony Bazaar causing traffic delays.,Stray Animals,Low,Police Colony Bazaar,15.373709,75.118092
Stray dogs are chasing pedestrians near Akash Nagar Park and kids are scared.,Stray Animals,Medium,Akash Nagar Park,15.365974,75.116163
Cattle blocking the road at Shivalli Circle Park causing traffic delays.,Stray Animals,High,Shivalli Circle Park,15.376988,75.118233
Stray dogs are chasing pedestrians near Moti Talav and kids are scared.,Stray Animals,Low,Moti Talav,15.376494,75.151034
Increasing number of stray animals around Kamalakshi Layout Phase 2; no shelter or control measures.,Stray Animals,Low,Kamalakshi Layout Phase 2,15.354786,75.145832
Cattle blocking the road at Cotton Market Colony causing traffic delays.,Stray Animals,Medium,Cotton Market Colony,15.350636,75.152019
Stray dogs are chasing pedestrians near Vidyagiri Street and kids are scared.,Stray Animals,Medium,Vidyagiri Street,15.368313,75.093573
Stray dogs are chasing pedestrians near Sanjay Nagar Street and kids are scared.,Stray Animals,High,Sanjay Nagar Street,15.343263,75.118682
Stray dogs are chasing pedestrians near Station Road Lane and kids are scared.,Stray Animals,Low,Station Road Lane,15.365247,75.099647
Cattle blocking the road at Cotton Market Circle causing traffic delays.,Stray Animals,Low,Cotton Market Circle,15.361897,75.125232
Stray dogs are chasing pedestrians near Moti Talav Street and kids are scared.,Stray Animals,Low,Moti Talav Street,15.382355,75.149094
Cattle blocking the road at Moti Talav Junction causing traffic delays.,Stray Animals,Low,Moti Talav Junction,15.337394,75.123218
Increasing number of stray animals around Basaveshwar Nagar Cross; no shelter or control measures.,Stray Animals,Low,Basaveshwar Nagar Cross,15.389747,75.145116
Increasing number of stray animals around Cotton Market Cross; no shelter or control measures.,Stray Animals,Low,Cotton Market Cross,15.36888,75.103888
Cattle blocking the road at Ring Road Extension causing traffic delays.,Stray Animals,Low,Ring Road Extension,15.365249,75.139416
Cattle blocking the road at Kamalakshi Layout Lane causing traffic delays.,Stray Animals,High,Kamalakshi Layout Lane,15.377115,75.143369
Cattle blocking the road at Shivanahalli Colony causing traffic delays.,Stray Animals,Low,Shivanahalli Colony,15.388265,75.101647
Stray dogs are chasing pedestrians near Sanjay Nagar Street and kids are scared.,Stray Animals,Medium,Sanjay Nagar Street,15.387996,75.094776
Increasing number of stray animals around Station Road Phase 1; no shelter or control measures.,Stray Animals,Low,Station Road Phase 1,15.393807,75.14083
Cattle blocking the road at Shivanahalli Market causing traffic delays.,Stray Animals,Low,Shivanahalli Market,15.383946,75.14004
Stray dogs are chasing pedestrians near Shivanahalli Junction and kids are scared.,Stray Animals,Medium,Shivanahalli Junction,15.391527,75.128939
